MITTAUSAIKA;Tyyppi;Taimen;TyyppiTaimen;Allastoisto;Allas;;Pituus;Paino;Condition;Sukupuoli;Sukukypsyys;Huom;N;
ALOITUS;1;1;3;2;817;;111;11,9;0,737131242;;;;100;
ALOITUS;1;1;3;2;817;;108;9,3;0,62661163;;;;100;
ALOITUS;1;1;3;2;817;;110;10,3;0,655989366;;;;100;
ALOITUS;1;1;3;2;817;;107;9,4;0,651690942;;;;100;
ALOITUS;1;1;3;2;817;;107;9,6;0,665556706;;;;100;
ALOITUS;1;1;3;2;817;;105;8,5;0,62442585;;;;100;
ALOITUS;1;1;3;2;817;;115;11,9;0,661242489;;;;100;
ALOITUS;1;1;3;2;817;;126;15,6;0,654917249;;;;100;
ALOITUS;1;1;3;2;817;;110;11,8;0,751521798;;;;100;
ALOITUS;1;1;3;2;817;;105;8;0,587694918;;;;100;
ALOITUS;1;1;3;2;817;;113;10,9;0,639180522;;;;100;
ALOITUS;1;1;3;2;817;;106;9,3;0,663607867;;;;100;
ALOITUS;1;1;3;2;817;;113;10,7;0,627452439;;;;100;
ALOITUS;1;1;3;2;817;;112;10,5;0,632752132;;;;100;
ALOITUS;1;1;3;2;817;;106;9,4;0,670743435;;;;100;
ALOITUS;1;1;3;2;817;;112;10,1;0,608647289;;;;100;
ALOITUS;1;1;3;2;817;;105;9,4;0,690541529;;;;100;
ALOITUS;1;1;3;2;817;;109;12,5;0,818731423;;;;100;
ALOITUS;1;1;3;2;817;;106;9,6;0,685014572;;;;100;
ALOITUS;1;1;3;2;817;;110;9,1;0,579563421;;;;100;
ALOITUS;1;1;3;2;817;;112;10;0,602621078;;;;100;
ALOITUS;1;1;3;2;817;;105;9,3;0,683195342;;;;100;
ALOITUS;1;1;3;2;817;;113;9,5;0,557083941;;;;100;
ALOITUS;1;1;3;2;817;;111;9,8;0,607049258;;;;100;
ALOITUS;1;1;3;2;817;;114;9,7;0,553637969;;;;100;
ALOITUS;1;1;3;2;817;;103;9,3;0,724730704;;;;100;
ALOITUS;1;1;3;2;817;;112;10,3;0,62069971;;;;100;
ALOITUS;1;1;3;2;817;;110;9,7;0,617776393;;;;100;
ALOITUS;1;1;3;2;817;;116;12,5;0,676369858;;;;100;
ALOITUS;1;1;3;2;817;;110;9,5;0,605038736;;;;100;
ALOITUS;1;1;3;2;817;;106;9,5;0,677879003;;;;100;
ALOITUS;1;1;3;2;817;;106;8,9;0,635065593;;;;100;
ALOITUS;1;1;3;2;817;;106;9,1;0,64933673;;;;100;
ALOITUS;1;1;3;2;817;;109;12,5;0,818731423;;;;100;
ALOITUS;1;1;3;2;817;;110;11,3;0,719677654;;;;100;
ALOITUS;1;1;3;2;817;;109;13,9;0,910429343;;;;100;
ALOITUS;1;1;3;2;817;;106;9,2;0,656472298;;;;100;
ALOITUS;1;1;3;2;817;;110;11,7;0,745152969;;;;100;
ALOITUS;1;1;3;2;817;;111;9,7;0,600854878;;;;100;
ALOITUS;1;1;3;2;817;;110;11,1;0,706939996;;;;100;
ALOITUS;1;1;3;2;817;;118;17,1;0,877984198;;;;100;
ALOITUS;1;1;3;2;817;;105;8,5;0,62442585;;;;100;
ALOITUS;1;1;3;2;817;;111;9,2;0,569882977;;;;100;
ALOITUS;1;1;3;2;817;;110;13,3;0,84705423;;;;100;
ALOITUS;1;1;3;2;817;;110;8,2;0,522243961;;;;100;
ALOITUS;1;1;3;2;817;;106;8,1;0,577981045;;;;100;
ALOITUS;1;1;3;2;817;;106;9;0,642201161;;;;100;
ALOITUS;1;1;3;2;817;;110;14;0,891636032;;;;100;
ALOITUS;1;1;3;2;817;;114;10,1;0,576468401;;;;100;
ALOITUS;1;1;3;2;817;;108;10,1;0,680513706;;;;100;
ALOITUS;1;1;3;2;817;;105;8,3;0,609733477;;;;100;
ALOITUS;1;1;3;2;817;;104;8,7;0,658166036;;;;100;
ALOITUS;1;1;3;2;817;;113;10,7;0,627452439;;;;100;
ALOITUS;1;1;3;2;817;;107;9;0,623959412;;;;100;
ALOITUS;1;1;3;2;817;;110;10,2;0,649620537;;;;100;
ALOITUS;1;1;3;2;817;;106;8,2;0,585116613;;;;100;
ALOITUS;1;1;3;2;817;;110;10,3;0,655989366;;;;100;
ALOITUS;1;1;3;2;817;;112;10,1;0,608647289;;;;100;
ALOITUS;1;1;3;2;817;;111;10,1;0,625632399;;;;100;
ALOITUS;1;1;3;2;817;;100;8,2;0,699687076;;;;100;
ALOITUS;1;1;3;2;817;;105;8,6;0,631772037;;;;100;
ALOITUS;1;1;3;2;817;;105;8,7;0,639118223;;;;100;
ALOITUS;1;1;3;2;817;;107;9,1;0,630892295;;;;100;
ALOITUS;1;1;3;2;817;;107;10;0,693288236;;;;100;
ALOITUS;1;1;3;2;817;;107;9,8;0,679422471;;;;100;
ALOITUS;1;1;3;2;817;;110;9,9;0,630514051;;;;100;
ALOITUS;1;1;3;2;817;;105;7,9;0,580348731;;;;100;
ALOITUS;1;1;3;2;817;;112;13,8;0,831617088;;;;100;
ALOITUS;1;1;3;2;817;;115;15,2;0,844612255;;;;100;
ALOITUS;1;1;3;2;817;;112;8,6;0,518254127;;;;100;
ALOITUS;1;1;3;2;817;;110;9,4;0,598669907;;;;100;
ALOITUS;1;1;3;2;817;;110;9,5;0,605038736;;;;100;
ALOITUS;1;1;3;2;817;;111;9,4;0,582271738;;;;100;
ALOITUS;1;1;3;2;817;;107;10,2;0,707154;;;;100;
ALOITUS;1;1;3;2;817;;117;11,4;0,600811973;;;;100;
LOPETUS;2;2;2;1;819;G115;107;8,1;0,561563471;1;0;;;
LOPETUS;2;2;2;1;819;G115;155;41,5;0,922629305;1;0;;;
LOPETUS;2;2;2;1;819;G115;141;31,6;0,939370799;1;1;;;
LOPETUS;2;2;2;1;819;G115;144;33,2;0,925183435;1;0;;;
LOPETUS;2;2;2;1;819;G115;138;32,2;1,022514663;1;0;;;
LOPETUS;2;2;2;1;819;G115;147;37,7;0,986164826;0;1;;;
LOPETUS;2;2;2;1;819;G115;155;39;0,867049227;1;1;;;
LOPETUS;2;2;2;1;819;G115;88;5,5;0,694752906;0;1;;;
LOPETUS;2;2;2;1;819;G115;103;7,5;0,584460245;1;0;;;
LOPETUS;2;2;2;1;819;G115;100;8,3;0,708219846;1;0;;;
LOPETUS;2;2;2;1;819;G115;104;9,7;0,733817305;1;0;;;
LOPETUS;2;2;2;1;819;G115;112;9,1;0,548385181;1;0;;;
LOPETUS;2;2;2;1;819;G115;107;7,8;0,540764824;0;0;;;
LOPETUS;2;2;2;1;819;G115;109;9,3;0,609136179;1;0;;;
LOPETUS;2;2;2;1;819;G115;101;7,8;0,645539313;0;0;;;
LOPETUS;2;2;2;1;819;G115;90;5,3;0,624872612;0;0;;;
LOPETUS;1;2;4;1;824;G120;105;7;0,514233053;0;0;;;
LOPETUS;1;2;4;1;824;G120;112;10,2;0,6146735;0;1;;;
LOPETUS;1;2;4;1;824;G120;135;27,1;0,920612114;0;1;;;
LOPETUS;1;2;4;1;824;G120;109;8,8;0,576386922;0;0;;;
LOPETUS;1;2;4;1;824;G120;105;7,6;0,558310172;0;0;;;
LOPETUS;1;2;4;1;824;G120;100;6,1;0,520498923;0;0;;;
LOPETUS;1;2;4;1;824;G120;114;8,9;0,507977106;0;0;;;
LOPETUS;1;2;4;1;824;G120;109;8,4;0,550187517;0;0;;;
LOPETUS;1;2;4;1;824;G120;111;10,2;0,631826779;1;0;;;
LOPETUS;1;2;4;1;824;G120;107;7,3;0,506100412;0;0;;;
LOPETUS;1;2;4;1;824;G120;103;5,9;0,459775393;0;0;;;
LOPETUS;1;2;4;1;824;G120;118;11;0,564785156;1;0;;;
LOPETUS;1;2;4;1;824;G120;106;10,2;0,727827983;1;0;;;
LOPETUS;1;2;4;1;824;G120;140;30,1;0,914540001;0;1;;;
LOPETUS;1;2;4;1;824;G120;112;9,4;0,566463813;0;0;;;
LOPETUS;1;2;4;1;824;G120;100;5,8;0,494900615;0;0;;;
LOPETUS;1;2;4;1;824;G120;108;7,6;0,512069719;0;0;;;
LOPETUS;1;2;4;1;824;G120;150;39,1;0,961299091;0;1;;;
LOPETUS;1;2;4;1;824;G120;135;28,5;0,968171412;0;1;;;
LOPETUS;1;2;4;1;824;G120;147;38;0,994012292;0;1;;;
LOPETUS;1;2;4;1;824;G120;160;47,9;0,966050117;0;1;;;
LOPETUS;1;2;4;1;824;G120;162;49,5;0,960975854;1;1;;;
LOPETUS;1;2;4;1;824;G120;155;48,8;1,084923135;1;0;;;
LOPETUS;1;2;4;1;824;G120;158;47,5;0,995687119;0;1;;;
LOPETUS;1;2;4;1;824;G120;110;8,5;0,541350448;1;0;;;
LOPETUS;1;2;4;1;824;G120;110;9,6;0,611407564;0;0;;;
LOPETUS;1;2;4;1;824;G120;155;50,6;1,124940791;1;1;;;
LOPETUS;1;2;4;1;824;G120;113;9,9;0,580540107;0;0;;;
LOPETUS;1;2;4;1;824;G120;161;53,7;1,062513083;0;1;;;
LOPETUS;1;2;4;1;824;G120;168;55,9;0,970617015;1;1;;;
LOPETUS;1;2;4;1;824;G120;158;49,3;1,033418421;1;0;;;
LOPETUS;1;2;4;1;824;G120;142;38,7;1,125749446;0;1;;;
LOPETUS;1;2;4;1;824;G120;155;43,7;0,971539774;0;1;;;
LOPETUS;1;2;4;1;824;G120;118;11,6;0,595591619;1;0;;;
LOPETUS;1;2;4;1;824;G120;102;9;0,722668885;0;0;;;
LOPETUS;1;2;4;1;824;G120;158;45,9;0,962148185;1;0;;;
LOPETUS;1;2;4;1;824;G120;112;12,8;0,77135498;0;1;;;
LOPETUS;1;2;4;1;824;G120;142;34,2;0,994848348;0;1;;;
LOPETUS;1;2;4;1;824;G120;164;50,6;0,946028202;0;1;;;
LOPETUS;1;2;4;1;824;G120;110;9,2;0,585932249;1;0;;;
LOPETUS;1;2;4;1;824;G120;110;5,9;0,375760899;0;0;;;
LOPETUS;1;2;4;1;824;G120;105;7,4;0,543617799;0;0;;;
LOPETUS;1;2;4;1;824;G120;108;7,2;0,485118681;0;0;;;
LOPETUS;1;2;4;1;824;G120;157;45,2;0,966117686;1;0;;;
LOPETUS;1;2;4;1;824;G120;134;25,9;0,900153506;0;1;;;
LOPETUS;1;2;4;1;824;G120;105;9;0,661156783;1;0;;;
LOPETUS;1;2;4;1;824;G120;119;11,6;0,580364934;1;0;;;
LOPETUS;1;2;4;1;824;G120;153;46,7;1,080452059;0;1;;;
LOPETUS;1;2;4;1;824;G120;144;32,1;0,894529766;0;1;;;
LOPETUS;1;2;4;1;824;G120;147;37,1;0,970469895;0;1;;;
LOPETUS;1;2;4;1;824;G120;169;55,3;0,942868973;1;1;;;
LOPETUS;1;2;4;1;824;G120;177;68,2;1,008943247;1;1;;;
LOPETUS;1;2;4;1;824;G120;195;100,4;1,10340156;1;1;;;
LOPETUS;1;2;4;1;824;G120;169;69,9;1,191800022;1;0;;;
LOPETUS;1;2;4;1;824;G120;170;66,6;1,11516012;1;0;;;
LOPETUS;1;2;4;1;824;G120;174;66;1,028987128;1;1;;;
LOPETUS;1;1;3;1;823;G119;111;11,2;0,693770581;1;0;;;
LOPETUS;1;1;3;1;823;G119;138;28,5;0,905020742;0;1;;;
LOPETUS;1;1;3;1;823;G119;112;12;0,723145294;1;0;;;
LOPETUS;1;1;3;1;823;G119;138;27,8;0,882792163;0;1;;;
LOPETUS;1;1;3;1;823;G119;143;32,6;0,928101087;0;1;;;
LOPETUS;1;1;3;1;823;G119;147;37,1;0,970469895;1;1;;;
LOPETUS;1;1;3;1;823;G119;160;50,3;1,014453463;1;1;;;
LOPETUS;1;1;3;1;823;G119;141;33,2;0,986933877;0;1;;;
LOPETUS;1;1;3;1;823;G119;152;39;0,920646702;0;1;;;
LOPETUS;1;1;3;1;823;G119;110;8,9;0,566825763;1;0;;;
LOPETUS;1;1;3;1;823;G119;162;45,8;0,889145336;1;1;;;
LOPETUS;1;1;3;1;823;G119;134;27,7;0,962712437;0;1;;;
LOPETUS;1;1;3;1;823;G119;133;26;0,924642409;0;1;;;
LOPETUS;1;1;3;1;823;G119;105;7,2;0,528925426;0;0;;;
LOPETUS;1;1;3;1;823;G119;111;8,5;0,526522316;1;0;;;
LOPETUS;1;1;3;1;823;G119;103;7,1;0,553289032;0;0;;;
LOPETUS;1;1;3;1;823;G119;151;39,3;0,946713145;0;1;;;
LOPETUS;1;1;3;1;823;G119;135;27,1;0,920612114;1;0;;;
LOPETUS;1;1;3;1;823;G119;146;36,2;0,966973223;0;1;;;
LOPETUS;1;1;3;1;823;G119;114;11,3;0,644959696;1;0;;;
LOPETUS;1;1;3;1;823;G119;138;29,7;0,943126879;0;1;;;
LOPETUS;1;1;3;1;823;G119;145;34,8;0,949391564;0;1;;;
LOPETUS;1;1;3;1;823;G119;107;9,5;0,658623824;0;1;;;
LOPETUS;1;1;3;1;823;G119;112;10,9;0,656856975;0;1;;;
LOPETUS;1;1;3;1;823;G119;110;8,4;0,534981619;1;0;;;
LOPETUS;1;1;3;1;823;G119;127;22,6;0,926049415;1;0;;;
LOPETUS;1;1;3;1;823;G119;143;34,4;0,979345932;0;1;;;
LOPETUS;1;1;3;1;823;G119;140;31,5;0,957076745;0;1;;;
LOPETUS;1;1;3;1;823;G119;166;58;1,044782961;1;1;;;
LOPETUS;2;2;2;2;820;G116;105;8,3;0,609733477;1;0;;;
LOPETUS;2;2;2;2;820;G116;105;6,1;0,448117375;0;0;;;
LOPETUS;2;2;2;2;820;G116;104;6,5;0,491733245;0;0;;;
LOPETUS;2;2;2;2;820;G116;118;10,7;0,549381925;0;0;;;
LOPETUS;2;2;2;2;820;G116;140;33,7;1,0239202;1;0;;;
LOPETUS;2;2;2;2;820;G116;108;7,7;0,518807479;0;0;;;
LOPETUS;2;2;2;2;820;G116;105;6,8;0,49954068;0;0;;;
LOPETUS;2;2;2;2;820;G116;145;35,1;0,957575974;1;0;;;
LOPETUS;2;2;2;2;820;G116;99;6,3;0,55440322;0;0;;;
LOPETUS;2;2;2;2;820;G116;148;38;0,973544294;1;0;;;
LOPETUS;2;2;2;2;820;G116;145;38;1,036691937;1;0;;;
LOPETUS;2;2;2;2;820;G116;143;32;0,911019472;0;1;;;
LOPETUS;2;2;2;2;820;G116;154;41,1;0,932068018;0;1;;;
LOPETUS;2;2;2;2;820;G116;107;7,1;0,492234647;0;0;;;
LOPETUS;2;2;2;2;820;G116;157;48,7;1,040927684;0;1;;;
LOPETUS;2;2;2;2;820;G116;139;30,1;0,934882316;1;0;;;
LOPETUS;2;2;2;2;820;G116;141;32,7;0,972070415;0;1;;;
LOPETUS;2;2;2;2;820;G116;114;8,7;0,49656189;1;0;;;
LOPETUS;2;2;2;2;820;G116;107;6,8;0,471436;0;0;;;
LOPETUS;2;2;2;2;820;G116;152;42,5;1,003268841;1;0;;;
LOPETUS;2;2;2;2;820;G116;102;6,7;0,537986837;0;0;;;
LOPETUS;2;2;2;2;820;G116;110;8,9;0,566825763;1;0;;;
LOPETUS;2;2;2;2;820;G116;105;7,1;0,52157924;1;0;;;
LOPETUS;2;1;1;1;822;G118;104;6,9;0,521993753;0;0;;;
LOPETUS;2;1;1;1;822;G118;104;6,6;0,499298372;0;0;;;
LOPETUS;2;1;1;1;822;G118;108;6,6;0,444692124;1;0;;;
LOPETUS;2;1;1;1;822;G118;106;8,1;0,577981045;1;0;;;
LOPETUS;2;1;1;1;822;G118;103;7,8;0,607838655;1;0;;;
LOPETUS;2;1;1;1;822;G118;109;6,7;0,438840043;1;0;;;
LOPETUS;2;1;1;1;822;G118;107;7,2;0,49916753;0;0;;;
LOPETUS;2;1;1;1;822;G118;121;21,4;1,01728566;0;1;;;
LOPETUS;2;1;1;1;822;G118;129;22,1;0,863162185;1;0;;;
LOPETUS;2;1;1;1;822;G118;127;22,6;0,926049415;0;1;;;
LOPETUS;2;1;1;1;822;G118;141;30,6;0,909643875;0;1;;;
LOPETUS;2;1;1;1;822;G118;135;25,6;0,869655724;0;1;;;
LOPETUS;2;1;1;1;822;G118;127;21,6;0,885073777;0;1;;;
LOPETUS;2;1;1;1;822;G118;125;21,1;0,907746007;1;0;;;
LOPETUS;2;1;1;1;822;G118;135;28;0,951185948;0;1;;;
LOPETUS;2;1;1;1;822;G118;142;32,7;0,951214648;1;0;;;
LOPETUS;2;1;1;1;822;G118;150;34,1;0,838370818;1;1;;;
LOPETUS;2;1;1;2;821;G117;102;7,1;0,570105454;1;0;;;
LOPETUS;2;1;1;2;821;G117;100;6;0,511966154;0;0;;;
LOPETUS;2;1;1;2;821;G117;101;6,7;0,554501717;1;0;;;
LOPETUS;2;1;1;2;821;G117;122;10,2;0,472780574;1;0;;;
LOPETUS;2;1;1;2;821;G117;128;24,4;0,976027554;0;1;;;
LOPETUS;2;1;1;2;821;G117;131;26,4;0,983555508;0;1;;;
LOPETUS;2;1;1;2;821;G117;150;38,8;0,953923394;1;1;;;
LOPETUS;2;1;1;2;821;G117;102;7,6;0,610253725;1;0;;;
LOPETUS;2;1;1;2;821;G117;105;8,3;0,609733477;1;0;;;
LOPETUS;2;1;1;2;821;G117;129;23,1;0,902219298;1;1;;;
LOPETUS;2;1;1;2;821;G117;143;39,6;1,127386597;1;0;;;
LOPETUS;2;1;1;2;821;G117;134;27,4;0,952285948;0;1;;;
LOPETUS;2;1;1;2;821;G117;134;26,1;0,907104498;1;0;;;
LOPETUS;2;1;1;2;821;G117;139;29,4;0,913140867;0;1;;;
LOPETUS;2;1;1;2;821;G117;98;5,2;0,472084485;1;0;;;
LOPETUS;2;1;1;2;821;G117;126;20,9;0,877421186;1;0;;;
LOPETUS;2;1;1;2;821;G117;143;38,1;1,084682559;1;1;;;
LOPETUS;2;1;1;2;821;G117;130;21,8;0,831504493;0;1;;;
LOPETUS;2;1;1;2;821;G117;139;28,1;0,87276389;0;1;;;
LOPETUS;2;1;1;2;821;G117;145;34,9;0,9521197;0;1;;;
LOPETUS;2;1;1;2;821;G117;135;30,2;1,025921987;1;0;;;
LOPETUS;2;1;1;2;821;G117;150;38,7;0,951464829;0;1;;;
LOPETUS;2;1;1;2;821;G117;155;44,8;0,995995009;0;1;;;
LOPETUS;2;1;1;2;821;G117;155;43,2;0,960423759;1;1;;;
LOPETUS;1;2;4;2;818;G114;118;10,9;0,559650746;1;0;;;
LOPETUS;1;2;4;2;818;G114;119;10,2;0,51032089;1;0;;;
LOPETUS;1;2;4;2;818;G114;115;14,1;0,783489;1;1;;;
LOPETUS;1;2;4;2;818;G114;110;8,3;0,52861279;1;0;;;
LOPETUS;1;2;4;2;818;G114;146;36,2;0,966973223;0;1;;;
LOPETUS;1;2;4;2;818;G114;147;39;1,02017051;0;1;;;
LOPETUS;1;2;4;2;818;G114;100;6;0,511966154;0;0;;;
LOPETUS;1;2;4;2;818;G114;112;10,3;0,62069971;1;0;;;
LOPETUS;1;2;4;2;818;G114;106;10,6;0,756370256;0;1;;;
LOPETUS;1;2;4;2;818;G114;141;37,2;1,105841573;0;1;;;
LOPETUS;1;2;4;2;818;G114;149;37,6;0,943593138;0;1;;;
LOPETUS;1;2;4;2;818;G114;114;10,8;0,616421656;0;1;;;
LOPETUS;1;2;4;2;818;G114;135;24,4;0,828890612;0;1;;;
LOPETUS;1;2;4;2;818;G114;127;22,2;0,90965916;0;1;;;
LOPETUS;1;2;4;2;818;G114;107;9,3;0,644758059;0;1;;;
LOPETUS;1;2;4;2;818;G114;109;10,3;0,674634693;1;0;;;
LOPETUS;1;2;4;2;818;G114;130;22,9;0,873461142;1;1;;;
LOPETUS;1;2;4;2;818;G114;146;30,6;0,817386205;1;1;;;
LOPETUS;1;2;4;2;818;G114;135;28,4;0,964774319;0;1;;;
LOPETUS;1;2;4;2;818;G114;158;49,2;1,031322237;0;1;;;
LOPETUS;1;2;4;2;818;G114;145;37,1;1,012138707;0;1;;;
LOPETUS;1;2;4;2;818;G114;148;36,7;0,940238831;0;1;;;
LOPETUS;1;2;4;2;818;G114;146;35,6;0,950946042;1;0;;;
LOPETUS;1;2;4;2;818;G114;147;36,8;0,96262243;0;1;;;
LOPETUS;1;2;4;2;818;G114;150;37,5;0,921962044;0;1;;;
LOPETUS;1;2;4;2;818;G114;155;47,2;1,049351885;1;1;;;
LOPETUS;1;2;4;2;818;G114;150;38,4;0,944089133;0;1;;;
LOPETUS;1;2;4;2;818;G114;155;44,5;0,9893254;0;1;;;
LOPETUS;1;2;4;2;818;G114;158;42,3;0,886685582;1;1;;;
LOPETUS;1;2;4;2;818;G114;147;37,6;0,983549004;0;1;;;
LOPETUS;1;2;4;2;818;G114;155;42,3;0,94041493;0;1;;;
LOPETUS;1;2;4;2;818;G114;174;61,9;0,9650652;1;1;;;
LOPETUS;1;2;4;2;818;G114;164;54,4;1,017073798;;;;;
LOPETUS;1;2;4;2;818;G114;163;50,9;0,969668129;1;1;;;
LOPETUS;1;2;4;2;818;G114;163;51,9;0,988718583;1;1;;;
LOPETUS;1;2;4;2;818;G114;160;49,8;1,004369433;1;1;;;
LOPETUS;1;2;4;2;818;G114;160;49;0,988234984;0;1;;;
LOPETUS;1;2;4;2;818;G114;161;49,7;0,98336872;1;1;;;
LOPETUS;1;1;3;2;817;G113;109;7,7;0,504338557;1;0;;;
LOPETUS;1;1;3;2;817;G113;108;9,3;0,62661163;0;0;;;
LOPETUS;1;1;3;2;817;G113;109;12,2;0,799081869;0;1;;;
LOPETUS;1;1;3;2;817;G113;109;9;0,589486625;0;0;;;
LOPETUS;1;1;3;2;817;G113;136;27,3;0,906637662;0;1;;;
LOPETUS;1;1;3;2;817;G113;145;35,5;0,96848852;0;1;;;
LOPETUS;1;1;3;2;817;G113;108;8,3;0,559234035;0;0;;;
LOPETUS;1;1;3;2;817;G113;107;12,6;0,873543177;1;0;;;
LOPETUS;1;1;3;2;817;G113;106;8,5;0,606523319;0;0;;;
LOPETUS;1;1;3;2;817;G113;110;9,6;0,611407564;0;1;;;
LOPETUS;1;1;3;2;817;G113;134;22,8;0,792413125;1;1;;;
LOPETUS;1;1;3;2;817;G113;140;33,3;1,011766845;0;1;;;
LOPETUS;1;1;3;2;817;G113;140;30,1;0,914540001;0;1;;;
LOPETUS;1;1;3;2;817;G113;140;29,7;0,902386645;0;1;;;
LOPETUS;1;1;3;2;817;G113;143;34,4;0,979345932;0;1;;;
LOPETUS;1;1;3;2;817;G113;135;30,1;1,022524894;0;1;;;
LOPETUS;1;1;3;2;817;G113;135;27,6;0,937597578;0;1;;;
LOPETUS;1;1;3;2;817;G113;141;32,2;0,957206953;0;1;;;
LOPETUS;1;1;3;2;817;G113;143;34,3;0,976498996;0;1;;;
LOPETUS;1;1;3;2;817;G113;145;37;1,00941057;0;;;;
LOPETUS;1;1;3;2;817;G113;152;42,5;1,003268841;0;1;;;
LOPETUS;1;1;3;2;817;G113;156;43,6;0,95037385;1;1;;;
LOPETUS;1;1;3;2;817;G113;156;52,8;1,150911452;1;0;;;
LOPETUS;1;1;3;2;817;G113;150;42,3;1,039973185;0;1;;;
LOPETUS;1;1;3;2;817;G113;170;57,5;0,962788392;1;1;;;
LOPETUS;1;1;3;2;817;G113;167;57,4;1,015091256;1;1;;;
LOPETUS;1;1;3;2;817;G113;172;64,4;1,040303983;1;1;;;
LOPETUS;1;1;3;2;817;G113;165;59,6;1,09369848;1;0;;;
LOPETUS;1;1;3;2;817;G113;170;63,8;1,068276511;0;1;;;
LOPETUS;1;1;3;2;817;G113;170;62,1;1,039811463;1;1;;;
LOPETUS;1;1;3;2;817;G113;154;43,8;0,993298764;0;1;;;
LOPETUS;1;1;3;2;817;G113;153;44,2;1,022612013;1;1;;;
LOPETUS;1;1;3;2;817;G113;161;53,2;1,052620038;1;1;;;
LOPETUS;1;1;3;2;817;G113;161;50,2;0,993261765;1;1;;;
LOPETUS;1;1;3;2;817;G113;157;49,6;1,060164541;0;1;;;
LOPETUS;1;1;3;2;817;G113;161;53,2;1,052620038;1;1;;;
LOPETUS;1;1;3;2;817;G113;162;55,2;1,07163368;1;0;;;
LOPETUS;1;1;3;2;817;G113;146;37,6;1,004369977;1;1;;;
